exit_any,sector_grp,years_since_first_investment,flag_founding_pre2000,first_round_syndicate_size,first_round_foreign_investor_share,first_round_corporate_vc_flag,first_round_late_stage_pe_flag,first_round_investor_experience_mean,log_investor_experience_mean
0,Other,9.47296372347707,0,1,1.0,0,0,955.0,6.862757913051401
0,Education/Training,0.5694729637234771,0,1,1.0,0,0,477.0,6.169610732491456
0,Other,0.49828884325804246,1,1,1.0,0,1,20.0,3.044522437723423
1,Internet,9.292265571526352,0,1,0.0,0,0,2.0,1.0986122886681098
1,Logistics & Distribution,1.9685147159479808,0,2,0.5,0,0,9794.5,9.189678375528088
0,Consumer Products,1.2210814510609171,0,1,0.0,0,0,4.0,1.6094379124341003
0,Food,5.360711841204655,0,2,1.0,0,0,2144.5,7.67112790443158
0,Food,9.919233401779604,0,4,0.3333333333333333,0,0,4091.0,8.316789127071518
0,Other,6.959616700889802,1,1,1.0,0,1,4.0,1.6094379124341003
0,Consumer Products,6.247775496235455,1,1,0.0,0,1,35.0,3.58351893845611
0,Financial Services,9.639972621492129,1,3,0.6666666666666666,0,0,266.3333333333333,5.588496319198405
0,Software,3.4277891854893907,0,4,0.0,1,0,4102.75,8.319656468815802
0,Other,9.571526351813826,0,1,0.0,0,0,15.0,2.772588722239781
1,Agribusiness,1.842573579739904,0,1,0.0,0,0,3099.0,8.039157390473237
0,Financial Services,4.3203285420944555,0,1,1.0,0,0,132.0,4.890349128221754
1,"Automobiles, Other Vehicles & Parts",5.853524982888432,0,2,0.0,0,0,1565.0,7.356279876550748
0,Other,3.137577002053388,0,2,0.0,0,0,844.75,6.740223807660818
0,Education/Training,4.917180013689254,0,1,0.0,0,0,25.0,3.258096538021482
0,Consumer Products,6.874743326488707,0,1,0.0,0,0,4.0,1.6094379124341003
1,Consumer Products,2.0314852840520192,0,1,0.0,0,0,3099.0,8.039157390473237
0,Software,3.274469541409993,0,1,1.0,0,0,124.0,4.8283137373023015
0,Other,5.158110882956879,0,5,0.6,0,0,607.6,6.411161237462871
0,Other,5.522245037645448,0,2,0.0,0,1,10392.0,9.248887781588422
0,Software,9.765913757700206,0,3,0.0,0,0,1104.3333333333333,7.007902227587076
0,Other,5.8288843258042435,0,1,0.0,0,0,210.0,5.351858133476067
0,Financial Services,4.862422997946612,1,1,0.0,0,0,6.0,1.9459101490553132
0,Other,8.758384668035593,1,1,0.0,0,0,11.0,2.4849066497880004
0,Healthcare IT,4.27378507871321,0,3,0.3333333333333333,0,0,355.0,5.87493073085203
0,Software,9.486652977412732,0,5,0.4,0,0,2761.0,7.923710333969238
0,Internet,9.169062286105408,0,3,0.5,0,0,15626.666666666666,9.65679812670937
0,Internet,6.220396988364135,0,4,1.0,0,0,6306.5,8.749494680515213
0,Software,2.8884325804243667,0,4,0.75,0,0,1892.0,7.545918151209323
0,Software,9.752224503764545,0,1,0.0,0,0,9.0,2.302585092994046
0,Food,4.804928131416838,0,4,0.5,0,0,900.75,6.804337319783649
0,Internet,4.254620123203286,0,4,0.75,0,0,106.75,4.6798137289838575
0,Internet,9.801505817932922,0,2,0.0,0,0,16631.666666666668,9.719123912107948
0,Internet,7.2908966461327855,0,6,0.5,0,0,2115.4285714285716,7.657485310952352
0,Pharmaceuticals,5.119780971937029,1,1,1.0,0,0,493.0,6.202535517187923
0,Agribusiness,2.0561259411362083,0,4,0.5,0,0,218.4,5.3908965478411295
0,Software,6.622861054072553,0,2,1.0,0,0,50.0,3.9318256327243257
0,Financial Services,4.684462696783025,0,3,0.5,0,0,5549.666666666667,8.621673319646757
1,Other,7.052703627652293,1,1,1.0,0,0,132.0,4.890349128221754
1,Other,7.082819986310746,0,1,1.0,0,0,132.0,4.890349128221754
0,Other,5.530458590006845,0,3,0.0,0,0,15690.0,9.660842578559068
0,Consumer Products,1.7905544147843941,0,3,0.0,0,0,1473.0,7.295735072749282
0,Other,5.7412731006160165,0,2,0.0,0,0,23479.0,10.063904273942033
0,Other,0.33401779603011633,0,2,0.5,0,0,16637.0,9.719444514843833
0,Agribusiness,8.02737850787132,0,1,0.0,0,0,10.0,2.3978952727983707
0,Business Support Services,3.5044490075290895,0,5,0.2,0,0,8377.5,9.033424179840779
0,Food,5.25119780971937,0,2,1.0,0,0,1484.5,7.303506694902662
0,Software,6.562628336755647,0,1,0.0,0,0,3099.0,8.039157390473237
0,Food,6.765229295003422,1,1,0.0,0,0,3.0,1.3862943611198906
